,Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price,Build
315,Nissan,2007,Nigerian Used,328335,3500,Petrol,Automatic,"1,575,000",
316,Toyota,2013,Foreign Used,257072,2400,Petrol,Automatic,"6,760,000",
317,Toyota,2011,Nigerian Used,118877,3500,Petrol,Automatic,"5,250,000",
318,Toyota,2014,Nigerian Used,98674,2400,Petrol,Automatic,"4,620,000",
319,BMW,2002,Foreign Used,400394,4000,Petrol,Automatic,"3,045,000",
320,Mitsubishi,2011,Nigerian Used,167954,3500,Petrol,Automatic,"4,200,000",SUV
321,Lexus,2007,Nigerian Used,229762,3500,Petrol,Automatic,"3,465,000",
322,Hyundai,2013,Nigerian Used,140380,2000,Petrol,Automatic,"3,435,000",SUV
323,Hyundai,2016,Nigerian Used,74367,,Petrol,Automatic,"3,150,000",
324,Honda,2009,Nigerian Used,153312,3500,Petrol,Automatic,"3,675,000",SUV
325,Pontiac,2009,Nigerian Used,179413,2400,Petrol,Automatic,"3,640,000",
326,Toyota,2012,Nigerian Used,74728,2500,Petrol,Automatic,"4,500,000",
327,Mazda,2010,Nigerian Used,209593,3700,Petrol,Automatic,"3,675,000",SUV
328,Toyota,2013,Nigerian Used,219449,1800,Petrol,Automatic,"3,360,000",
329,Lexus,2007,Nigerian Used,262201,3500,Petrol,Automatic,"3,465,000",
330,Mercedes-Benz,2008,Nigerian Used,209629,3000,Petrol,Automatic,"3,255,000",
331,Toyota,2007,Nigerian Used,89371,4000,Petrol,Automatic,"4,200,000",SUV
332,Lexus,2008,Nigerian Used,153833,3500,Petrol,Automatic,"4,305,000",SUV
333,Lexus,2004,Nigerian Used,121049,4700,Petrol,Automatic,"13,125,000",SUV
334,Toyota,2012,Nigerian Used,98466,1800,Petrol,Automatic,"3,360,000",
335,Dodge,2003,Nigerian Used,248274,4700,Petrol,Automatic,"2,625,000",
336,Toyota,2007,Nigerian Used,224706,3500,Petrol,Automatic,"2,625,000",
337,Toyota,2008,Nigerian Used,276164,2400,Petrol,Automatic,"3,005,000",SUV
338,BMW,2002,Foreign Used,400394,4000,Petrol,Automatic,"3,045,000",
339,Lexus,2016,Foreign Used,85714,3500,Petrol,Automatic,"9,975,000",
340,Toyota,2011,Nigerian Used,85977,1800,Petrol,Automatic,"3,952,000",
341,Lexus,2007,Nigerian Used,262201,3500,Petrol,Automatic,"3,465,000",
342,Toyota,2005,Nigerian Used,293070,2400,Petrol,Automatic,"2,288,000",
343,Toyota,2012,Nigerian Used,79841,3500,Petrol,Automatic,"3,675,000",
344,Mazda,2008,Nigerian Used,210567,3700,Petrol,Automatic,"3,640,000",SUV
345,Mercedes-Benz,2008,Nigerian Used,209629,3000,Petrol,Automatic,"3,255,000",
346,Lexus,2000,Nigerian Used,307852,3000,Petrol,Automatic,"2,100,000",SUV
347,Nissan,2001,Foreign Used,407954,2400,Petrol,Manual,"2,730,000",
348,Mercedes-Benz,2010,Nigerian Used,107062,4600,Petrol,Automatic,"6,020,000",SUV
349,Toyota,2012,Nigerian Used,98466,1800,Petrol,Automatic,"3,360,000",
350,Dodge,2010,Nigerian Used,269197,2400,Petrol,Automatic,"5,092,500",SUV
351,Pontiac,2009,Nigerian Used,263189,3400,Petrol,Automatic,"3,675,000",SUV
352,Lexus,2008,Nigerian Used,153833,3500,Petrol,Automatic,"4,305,000",SUV
353,Lexus,2011,Foreign Used,156313,3500,Petrol,Automatic,"11,440,000",SUV
354,Ford,2003,Nigerian Used,,5400,Petrol,Automatic,"2,520,000",
355,Toyota,2007,Nigerian Used,103773,3500,Petrol,Automatic,"2,940,000",
356,Toyota,2010,Nigerian Used,204651,2500,Petrol,Automatic,"2,835,000",
357,Toyota,2003,Nigerian Used,67206,1800,Petrol,Automatic,"2,100,000",
358,Toyota,2012,Nigerian Used,269194,2500,Petrol,Automatic,"4,700,000",
359,Toyota,2008,Nigerian Used,190590,2500,Petrol,Automatic,"3,260,250",SUV
360,Honda,2014,Nigerian Used,159807,2400,Petrol,Automatic,"4,625,000",
361,Toyota,2010,Nigerian Used,161542,1800,Petrol,Automatic,"3,432,000",
362,Lexus,2008,Nigerian Used,161603,2500,Petrol,Automatic,"3,150,000",
363,Ford,2008,Foreign Used,203809,3000,Petrol,Automatic,"2,940,000",
364,Dodge,2010,Nigerian Used,269197,2400,Petrol,Automatic,"5,092,500",SUV
365,Mercedes-Benz,2010,Nigerian Used,107062,4600,Petrol,Automatic,"6,020,000",SUV
366,Hyundai,2011,Nigerian Used,59969,2400,Petrol,Automatic,"3,536,000",
367,Toyota,2003,Nigerian Used,194052,1800,Petrol,Automatic,"2,600,000",
368,Toyota,2013,Nigerian Used,153593,1800,Petrol,Automatic,"3,591,000",
369,Honda,2015,Foreign Used,398987,2400,Petrol,CVT,"5,065,000",
370,Toyota,2003,Nigerian Used,67206,1800,Petrol,Automatic,"2,100,000",
371,Toyota,2007,Nigerian Used,103773,3500,Petrol,Automatic,"2,940,000",
372,Toyota,2012,Nigerian Used,67894,2500,Petrol,CVT,"3,990,000",
373,Toyota,2011,Foreign Used,140138,3500,Petrol,Automatic,"6,825,000",
374,Toyota,2002,Nigerian Used,194694,2400,Petrol,Automatic,"2,447,550",SUV
375,Toyota,2004,Nigerian Used,237181,3300,Petrol,Automatic,"4,680,000",SUV
376,Toyota,2003,Nigerian Used,323136,1800,Petrol,Automatic,"2,340,000",
377,Jeep,2008,Nigerian Used,114736,3700,Petrol,Automatic,"2,990,000",SUV
378,Toyota,2003,Nigerian Used,262718,2400,Petrol,Automatic,"1,890,000",
379,Mercedes-Benz,2007,Nigerian Used,147788,3500,Petrol,Automatic,"3,570,000",SUV
380,Toyota,2003,Nigerian Used,236489,1800,Petrol,Automatic,"2,504,000",
381,Lexus,2013,Foreign Used,121262,3500,Petrol,Automatic,"10,080,000",
382,Lexus,2016,Foreign Used,85714,3500,Petrol,Automatic,"9,975,000",
383,Toyota,2006,Nigerian Used,183440,1800,Petrol,Automatic,"2,704,000",
384,Honda,2015,Foreign Used,398987,2400,Petrol,CVT,"5,065,000",
385,Lexus,2007,Nigerian Used,160232,3500,Petrol,Automatic,"3,265,000",
386,Mazda,2009,Foreign Used,174727,2700,Petrol,Automatic,"3,150,000",SUV
387,Honda,2014,Nigerian Used,159807,2400,Petrol,Automatic,"4,625,000",
388,Toyota,2000,Nigerian Used,107738,4700,Petrol,Automatic,"2,625,000",SUV
389,Toyota,2008,Nigerian Used,185043,1800,Petrol,Automatic,"3,640,000",
390,Mercedes-Benz,2008,Nigerian Used,99220,3000,Petrol,Automatic,"4,992,000",
391,Toyota,2008,Nigerian Used,93037,4000,Petrol,Automatic,"4,992,000",SUV
392,Mitsubishi,2008,Nigerian Used,186206,3000,Petrol,Automatic,"2,310,000",
393,Toyota,2006,Nigerian Used,209704,1800,Petrol,Automatic,"2,100,000",
394,Mitsubishi,2013,Foreign Used,207000,3500,Petrol,Automatic,"17,900,000",SUV
395,Honda,2005,Nigerian Used,153755,2500,Petrol,Automatic,"2,600,000",SUV
396,Toyota,2008,Nigerian Used,95229,2800,Petrol,Automatic,"2,912,000",
397,Toyota,2012,Nigerian Used,359326,2500,Petrol,Automatic,"4,784,000",
398,Toyota,2005,Nigerian Used,171029,3300,Petrol,Automatic,"2,940,000",SUV
399,Lexus,2005,Nigerian Used,157427,3300,Petrol,Automatic,"2,310,000",
400,Lexus,2001,Nigerian Used,316809,3300,Petrol,Automatic,"2,126,250",SUV
401,Lexus,2008,Nigerian Used,161603,2500,Petrol,Automatic,"3,150,000",
402,Ford,2007,Nigerian Used,243850,3500,Petrol,Automatic,"2,600,000",SUV
403,Honda,2006,Foreign Used,390198,2400,Petrol,Automatic,"3,848,000",SUV
404,Toyota,2003,Nigerian Used,299999,1800,Petrol,Automatic,"1,890,000",
405,Toyota,2010,Nigerian Used,204651,2500,Petrol,Automatic,"2,835,000",
406,Toyota,2008,Nigerian Used,185043,1800,Petrol,Automatic,"3,640,000",
407,Toyota,2006,Nigerian Used,183440,1800,Petrol,Automatic,"2,704,000",
408,Mercedes-Benz,2007,Foreign Used,160932,3000,Petrol,Automatic,"4,830,000",
409,Honda,2006,Foreign Used,390198,2400,Petrol,Automatic,"3,848,000",SUV
410,Toyota,2008,Nigerian Used,93037,4000,Petrol,Automatic,"4,992,000",SUV
411,Hyundai,2015,Foreign Used,96728,1200,Petrol,Automatic,"3,255,000",
412,Toyota,2008,Nigerian Used,163432,24000,Petrol,Automatic,"2,912,000",
413,Toyota,2003,Nigerian Used,262718,2400,Petrol,Automatic,"1,890,000",
414,Toyota,2005,Nigerian Used,154456,2400,Petrol,Automatic,"2,296,000",
415,Toyota,2004,Nigerian Used,237181,3300,Petrol,Automatic,"4,680,000",SUV
416,Lexus,2005,Nigerian Used,167290,3300,Petrol,Automatic,"3,780,000",SUV
417,Lexus,2000,Nigerian Used,126468,3000,Petrol,Automatic,"2,548,000",SUV
418,Toyota,2003,Nigerian Used,157102,1800,Petrol,Automatic,"3,640,000",
419,Dodge,2008,Nigerian Used,111141,3500,Petrol,Automatic,"1,725,000",
420,Honda,2007,Nigerian Used,154313,2400,Petrol,Automatic,"4,160,000",SUV
421,Nissan,2008,Nigerian Used,104339,2500,Petrol,Automatic,"1,785,000",
422,Toyota,2003,Nigerian Used,157102,1800,Petrol,Automatic,"3,640,000",
423,Lexus,2000,Nigerian Used,126468,3000,Petrol,Automatic,"2,548,000",SUV
424,Toyota,2004,Nigerian Used,289406,1800,Petrol,Automatic,"2,047,500",
425,Toyota,2007,Nigerian Used,188371,1800,Petrol,Automatic,"2,600,000",
426,Volkswagen,2009,Nigerian Used,108469,2000,Petrol,Automatic,"2,071,912",
427,Dodge,2007,Nigerian Used,255745,2000,Petrol,Automatic,"1,890,000",
428,Infiniti,2006,Nigerian Used,243563,3500,Petrol,Automatic,"2,100,000",
429,Toyota,2005,Nigerian Used,182069,1800,Petrol,Automatic,"3,328,000",
430,Nissan,2009,Nigerian Used,229256,2500,Petrol,Automatic,"2,121,000",
431,Honda,2008,Nigerian Used,105738,2400,Petrol,Automatic,"2,415,000",SUV
432,Land Rover,2006,Nigerian Used,276565,4200,Petrol,Automatic,"2,680,000",SUV
433,Kia,2012,Nigerian Used,223888,3500,Petrol,Automatic,"3,725,000",SUV
434,Toyota,2003,Nigerian Used,184715,3000,Petrol,Automatic,"2,912,000",SUV
435,Toyota,2007,Nigerian Used,74298,3500,Petrol,Automatic,"2,625,000",
436,Honda,2008,Nigerian Used,105738,2400,Petrol,Automatic,"2,415,000",SUV
437,Honda,2007,Nigerian Used,154313,2400,Petrol,Automatic,"4,160,000",SUV
438,Toyota,2011,Nigerian Used,142551,1800,Petrol,Automatic,"2,520,000",
439,Volkswagen,2009,Nigerian Used,108469,2000,Petrol,Automatic,"2,071,912",
440,Toyota,2012,Nigerian Used,120627,1800,Petrol,Automatic,"2,940,000",
441,Lexus,2011,Nigerian Used,251657,3500,Petrol,Automatic,"7,875,000",SUV
442,Dodge,2008,Nigerian Used,232956,2000,Petrol,Automatic,"2,190,000",SUV
443,Kia,2012,Nigerian Used,223888,3500,Petrol,Automatic,"3,725,000",SUV
444,Ford,2012,Nigerian Used,63400,2500,Petrol,Automatic,"2,625,000",
445,Ford,2005,Nigerian Used,96310,3000,Petrol,Automatic,"1,575,000",SUV
446,Kia,2007,Foreign Used,205764,1800,Petrol,Automatic,"2,685,000",
447,Toyota,2003,Nigerian Used,299999,1800,Petrol,Automatic,"2,100,000",
448,Lexus,2003,Nigerian Used,363665,3000,Petrol,Automatic,"2,600,000",SUV
449,Toyota,2005,Nigerian Used,182069,1800,Petrol,Automatic,"3,328,000",
450,Toyota,2003,Nigerian Used,310235,3000,Petrol,Automatic,"2,912,000",SUV
451,Toyota,2003,Nigerian Used,96287,2400,Petrol,Automatic,"1,680,000",
452,Chrysler,2005,Nigerian Used,182878,3300,Petrol,Automatic,"2,310,000",SUV
453,Toyota,2005,Nigerian Used,203592,3500,Petrol,Automatic,"1,995,000",
454,BMW,2013,Foreign Used,86880,2000,Petrol,Automatic,"8,925,000",
455,Toyota,2007,Nigerian Used,188371,1800,Petrol,Automatic,"2,600,000",
456,Lexus,2013,Nigerian Used,143799,3500,Petrol,Automatic,"8,032,500",
457,BMW,2011,Nigerian Used,158637,,Petrol,Automatic,"4,200,000",
458,Toyota,2008,Nigerian Used,85567,2400,Petrol,Automatic,"2,640,000",SUV
459,Lexus,2002,Nigerian Used,212816,3000,Petrol,Automatic,"3,328,000",
460,Toyota,2003,Nigerian Used,230198,3000,Petrol,Automatic,"2,080,000",
461,Toyota,2003,Nigerian Used,184715,3000,Petrol,Automatic,"2,912,000",SUV
462,Lexus,2008,Nigerian Used,69469,3500,Petrol,Automatic,"3,675,000",
463,Mercedes-Benz,2014,Nigerian Used,90053,2000,Petrol,Automatic,"7,350,000",
464,Acura,2014,Nigerian Used,191410,3500,Petrol,Automatic,"4,350,000",SUV
465,Toyota,2009,Nigerian Used,132167,1800,Petrol,Automatic,"2,992,500",
466,Toyota,2008,Nigerian Used,85567,2400,Petrol,Automatic,"2,640,000",SUV
467,Honda,2004,Nigerian Used,122437,3500,Petrol,Automatic,"1,669,500",SUV
468,Toyota,2003,Nigerian Used,230198,3000,Petrol,Automatic,"2,080,000",
469,Kia,2007,Foreign Used,205764,1800,Petrol,Automatic,"2,685,000",
470,Ford,2012,Nigerian Used,63400,2500,Petrol,Automatic,"2,625,000",
471,BMW,2013,Foreign Used,86880,2000,Petrol,Automatic,"8,925,000",
472,Honda,2009,Nigerian Used,95358,2400,Petrol,Automatic,"2,310,000",
473,Toyota,2012,Nigerian Used,120627,1800,Petrol,Automatic,"2,940,000",
474,Mercedes-Benz,2017,Foreign Used,99019,3000,Petrol,Automatic,"31,500,000",SUV
475,Toyota,2003,Nigerian Used,204392,1800,Petrol,Automatic,"2,100,000",
476,Lexus,2003,Nigerian Used,99471,3000,Petrol,Automatic,"2,704,000",
477,Nissan,2007,Nigerian Used,346146,4000,Petrol,Automatic,"1,995,000",SUV
478,Toyota,2005,Nigerian Used,233595,2800,Petrol,Automatic,"2,172,450",
479,Toyota,2003,Nigerian Used,96287,2400,Petrol,Automatic,"1,680,000",
480,Honda,2006,Nigerian Used,194887,3500,Petrol,Automatic,"2,600,000",SUV
481,Volvo,1999,Nigerian Used,395999,2400,Petrol,Automatic,"2,625,000",
482,Honda,2010,Nigerian Used,74375,3500,Petrol,Automatic,"3,307,500",SUV
483,Nissan,2013,Nigerian Used,184721,1800,Petrol,Automatic,"2,625,000",
484,Toyota,2004,Nigerian Used,99088,1800,Petrol,Automatic,"2,392,000",
485,Toyota,2000,Nigerian Used,331071,2200,Petrol,Automatic,"1,560,000",
486,Toyota,2005,Nigerian Used,223991,4700,Petrol,Automatic,"3,675,000",
487,Land Rover,2010,Nigerian Used,99973,5000,Petrol,Automatic,"6,240,000",SUV
488,BMW,2016,Foreign Used,42966,3500,Petrol,Automatic,"13,650,000",SUV
489,Toyota,2004,Nigerian Used,294974,1800,Petrol,Automatic,"2,912,000",
490,Toyota,2004,Nigerian Used,239881,1800,Petrol,Automatic,"2,704,000",
491,Toyota,2010,Nigerian Used,232199,3500,Petrol,Automatic,"6,240,000",
492,Toyota,2002,Nigerian Used,288644,2400,Petrol,Automatic,"2,080,000",
493,Kia,2019,Nigerian Used,23754,,Petrol,Automatic,"4,935,000",
494,Acura,2014,Nigerian Used,191410,3500,Petrol,Automatic,"4,350,000",SUV
495,Toyota,2011,Nigerian Used,151955,3500,Petrol,Automatic,"5,250,000",SUV
496,Acura,2008,Nigerian Used,279586,3700,Petrol,Automatic,"3,150,000",SUV
497,Toyota,2009,Nigerian Used,132167,1800,Petrol,Automatic,"2,992,500",
498,Peugeot,2007,Nigerian Used,819033,1600,Petrol,Manual,"1,680,000",
499,Honda,2007,Nigerian Used,197692,2400,Petrol,Automatic,"1,559,250",
500,Lexus,2008,Nigerian Used,306073,3500,Petrol,Automatic,"3,744,000",
501,Infiniti,2006,Nigerian Used,243563,3500,Petrol,Automatic,"2,100,000",
502,Acura,2002,Nigerian Used,259927,3500,Petrol,Automatic,"1,470,000",SUV
503,Mercedes-Benz,2011,Nigerian Used,146652,3500,Petrol,Automatic,"5,145,000",SUV
504,Honda,2012,Nigerian Used,122007,2400,Petrol,Automatic,"4,830,000",SUV
505,Mercedes-Benz,2007,Nigerian Used,230709,3500,Petrol,Automatic,"2,250,000",
506,Toyota,2006,Nigerian Used,168759,1800,Petrol,Automatic,"1,890,000",
507,Toyota,2011,Foreign Used,87770,2400,Petrol,Automatic,"4,515,000",
508,Volkswagen,1999,Nigerian Used,319241,1500,Petrol,Manual,"1,260,000",
509,Acura,2007,Nigerian Used,351351,3700,Petrol,Automatic,"3,118,500",SUV
510,Kia,2019,Nigerian Used,23754,,Petrol,Automatic,"4,935,000",
511,Toyota,2010,Nigerian Used,232199,3500,Petrol,Automatic,"6,240,000",
512,Toyota,2004,Nigerian Used,421928,1800,Petrol,Automatic,"2,173,500",
513,Toyota,2007,Nigerian Used,172878,2400,Petrol,Automatic,"2,730,000",
514,Toyota,2002,Nigerian Used,288644,2400,Petrol,Automatic,"2,080,000",
515,Toyota,2001,Foreign Used,228509,3500,Petrol,Automatic,"2,625,000",
516,Toyota,2009,Nigerian Used,125690,2800,Petrol,Automatic,"2,688,000",
517,Toyota,2008,Nigerian Used,123525,2800,Petrol,Automatic,"2,730,000",
518,Volvo,2004,Nigerian Used,212260,2400,Petrol,Automatic,"1,575,000",
519,Toyota,2000,Nigerian Used,331071,2200,Petrol,Automatic,"1,560,000",
520,Toyota,2003,Nigerian Used,153276,2400,Petrol,Automatic,"1,942,500",
521,Toyota,2005,Nigerian Used,233943,1800,Petrol,Automatic,"2,600,000",
522,Volkswagen,2002,Nigerian Used,185499,4900,Petrol,Automatic,"2,310,000",SUV
523,Toyota,2006,Nigerian Used,168759,1800,Petrol,Automatic,"1,890,000",
524,Toyota,2004,Nigerian Used,32215,1800,Petrol,Automatic,"2,100,000",
525,Toyota,2002,Nigerian Used,198571,3000,Petrol,Automatic,"1,560,000",
526,Toyota,2006,Nigerian Used,100130,3300,Hybrid,Automatic,"3,640,000",SUV
527,Land Rover,2010,Nigerian Used,99973,5000,Petrol,Automatic,"6,240,000",SUV
528,Honda,2008,Nigerian Used,258966,2400,Petrol,Automatic,"2,808,000",
529,Honda,2005,Nigerian Used,299643,3500,Petrol,Automatic,"2,288,000",SUV
530,Kia,2010,Nigerian Used,101119,1600,Petrol,Automatic,"2,730,000",
531,Toyota,2005,Nigerian Used,235356,2400,Petrol,Automatic,"1,890,000",
532,Honda,2006,Nigerian Used,178171,3500,Petrol,Automatic,"2,079,000",SUV
533,Toyota,2007,Nigerian Used,103622,3500,Petrol,Automatic,"4,472,000",SUV
534,Toyota,2006,Foreign Used,180416,3000,Petrol,Automatic,"2,835,000",
535,Ford,2000,Nigerian Used,279313,2500,Petrol,Manual,"1,575,000",
536,Mercedes-Benz,2007,Nigerian Used,166627,4700,Petrol,Automatic,"2,835,000",SUV
537,Toyota,2005,Nigerian Used,223991,4700,Petrol,Automatic,"3,675,000",
538,Toyota,2007,Foreign Used,198558,2400,Petrol,Automatic,"2,940,000",
539,Honda,2006,Nigerian Used,168413,3500,Petrol,Automatic,"2,625,000",
540,Hyundai,2016,Foreign Used,79757,2400,Petrol,Automatic,"5,775,000",
541,Toyota,2005,Nigerian Used,259084,2400,Petrol,Automatic,"1,890,000",
542,Volvo,2008,Nigerian Used,306466,3200,Petrol,Automatic,"3,640,000",SUV
543,Toyota,2011,Nigerian Used,232282,3500,Petrol,Automatic,"6,615,000",SUV
544,Mitsubishi,2014,Nigerian Used,163121,1600,Petrol,Manual,"1,785,000",
545,Lexus,2015,Foreign Used,103089,3500,Petrol,Automatic,"14,700,000",SUV
546,Toyota,2004,Nigerian Used,390208,1800,Petrol,Automatic,"2,600,000",
547,Toyota,2006,Nigerian Used,142271,3300,Petrol,Automatic,"2,835,000",
548,Honda,2008,Foreign Used,195689,2400,Petrol,Automatic,"3,559,500",
549,Honda,2003,Nigerian Used,227913,3000,Petrol,Automatic,"1,365,000",
550,Toyota,2009,Nigerian Used,125690,2800,Petrol,Automatic,"2,688,000",
551,Kia,2010,Nigerian Used,101119,1600,Petrol,Automatic,"2,730,000",
552,Volvo,2003,Nigerian Used,197453,2900,Petrol,Automatic,"2,625,000",SUV
553,Toyota,2002,Nigerian Used,198571,3000,Petrol,Automatic,"1,560,000",
554,Mazda,2003,Nigerian Used,331987,1800,Petrol,Manual,"2,310,000",
555,Toyota,2003,Nigerian Used,251781,2400,Petrol,Automatic,"2,392,000",
556,Toyota,2007,Nigerian Used,373194,2400,Petrol,Automatic,"2,935,000",
557,Honda,2007,Nigerian Used,248562,3500,Petrol,Automatic,"3,120,000",
558,Honda,2005,Foreign Used,208503,2400,Petrol,Automatic,"2,520,000",
559,Toyota,2007,Nigerian Used,322278,3500,Petrol,Automatic,"3,852,000",
560,Toyota,2002,Nigerian Used,342471,3000,Petrol,Automatic,"1,575,000",
561,Toyota,2005,Foreign Used,309407,2200,Petrol,Automatic,"3,848,000",
562,Honda,2008,Nigerian Used,281871,2400,Petrol,Automatic,"2,173,500",
563,Toyota,2009,Nigerian Used,148600,2400,Petrol,Automatic,"2,929,500",
564,Honda,2007,Nigerian Used,197692,2400,Petrol,Automatic,"1,559,250",
565,Toyota,2002,Nigerian Used,230733,3000,Petrol,Automatic,"2,080,000",SUV
566,Toyota,2007,Nigerian Used,198023,1800,Petrol,Automatic,"2,512,000",
567,Volkswagen,2010,Foreign Used,198556,4000,Petrol,Automatic,"2,980,000",
568,Lexus,2007,Nigerian Used,168253,3500,Petrol,Automatic,"4,252,500",SUV
569,Mercedes-Benz,2008,Nigerian Used,315680,2500,Petrol,Automatic,"1,875,000",
570,Toyota,2007,Nigerian Used,87187,4700,Petrol,Automatic,"2,467,500",SUV
571,Toyota,2005,Nigerian Used,235356,2400,Petrol,Automatic,"1,890,000",
572,Honda,2006,Nigerian Used,168413,3500,Petrol,Automatic,"2,625,000",
573,Toyota,2005,Nigerian Used,167832,1800,Petrol,Automatic,"2,315,250",
574,Toyota,2006,Foreign Used,180416,3000,Petrol,Automatic,"2,835,000",
575,Toyota,2007,Foreign Used,198558,2400,Petrol,Automatic,"2,940,000",
576,Toyota,2002,Nigerian Used,247651,3300,Petrol,Automatic,"2,080,000",
577,Mercedes-Benz,2012,Nigerian Used,91305,3000,Petrol,Automatic,"3,675,000",
578,Ford,2000,Nigerian Used,279313,2500,Petrol,Manual,"1,575,000",
579,Lexus,2002,Nigerian Used,213630,3000,Petrol,Automatic,"2,197,125",
580,Toyota,2004,Nigerian Used,350715,1800,Petrol,Automatic,"2,100,000",
581,Toyota,2008,Nigerian Used,153417,2400,Petrol,Automatic,"2,415,000",
582,Land Rover,2005,Nigerian Used,126109,4400,Petrol,Automatic,"3,150,000",SUV
583,Mercedes-Benz,2009,Foreign Used,240474,3000,Petrol,Automatic,"5,250,000",
584,Toyota,2017,Foreign Used,129927,1800,Petrol,Automatic,"8,400,000",
585,Toyota,2003,Foreign Used,225751,3000,Petrol,Automatic,"3,640,000",
586,Toyota,2005,Nigerian Used,203699,2400,Petrol,Automatic,"2,496,000",
587,Toyota,2004,Nigerian Used,299999,1800,Petrol,Automatic,"2,496,000",
588,Toyota,2008,Nigerian Used,259329,2400,Petrol,Automatic,"2,625,000",
589,Toyota,2002,Nigerian Used,108205,3000,Petrol,Automatic,"2,088,000",
590,Toyota,2008,Nigerian Used,99999,1800,Petrol,Automatic,"2,808,000",
591,Mercedes-Benz,2008,Nigerian Used,,3000,Petrol,Automatic,"3,952,000",
592,Toyota,2002,Nigerian Used,267399,2400,Petrol,Automatic,"1,872,000",
593,Honda,2003,Nigerian Used,427036,2400,Petrol,Automatic,"1,976,000",SUV
594,Toyota,2003,Nigerian Used,,1400,Petrol,Automatic,"1,995,000",
595,Toyota,2013,Foreign Used,624002,3500,Petrol,Automatic,"8,925,000",SUV
596,Infiniti,2003,Nigerian Used,274807,3500,Petrol,Automatic,"1,260,000",SUV
597,Toyota,2010,Nigerian Used,146155,2500,Petrol,Automatic,"2,835,000",
598,Honda,2012,Nigerian Used,214521,2400,Petrol,Automatic,"2,551,500",
599,Lexus,2005,Nigerian Used,391415,3300,Petrol,Automatic,"2,646,000",
600,Honda,2008,Nigerian Used,179113,2400,Petrol,Automatic,"2,730,000",
601,Toyota,2007,Nigerian Used,173642,1800,Petrol,Manual,"2,080,000",
602,Mercedes-Benz,2007,Nigerian Used,166627,4700,Petrol,Automatic,"2,835,000",SUV
603,Hyundai,2013,Nigerian Used,176905,1800,Petrol,Automatic,"3,640,000",
604,Toyota,2005,Nigerian Used,215997,1800,Petrol,Automatic,"2,310,000",
605,Toyota,2008,Nigerian Used,53745,2400,Petrol,Automatic,"2,310,000",
606,Honda,2006,Nigerian Used,344809,2000,Petrol,Automatic,"1,872,000",
607,Toyota,2005,Nigerian Used,144013,1800,Petrol,Automatic,"2,600,000",
608,Toyota,2004,Nigerian Used,285765,3300,Petrol,Automatic,"3,328,000",
609,Toyota,2007,Nigerian Used,223434,1800,Petrol,Automatic,"2,415,000",
610,Volkswagen,2016,Nigerian Used,84860,1800,Petrol,Automatic,"5,250,000",
611,Toyota,2008,Nigerian Used,155243,3500,Petrol,Automatic,"4,935,000",SUV
612,Toyota,2005,Nigerian Used,185056,1800,Petrol,Automatic,"2,100,000",
613,Mercedes-Benz,2006,Nigerian Used,164949,3500,Petrol,Automatic,"3,874,500",SUV
614,Honda,2012,Foreign Used,112197,3500,Petrol,Automatic,"5,355,000",
615,Mazda,2004,Nigerian Used,200604,2000,Petrol,Automatic,"1,635,000",
616,Infiniti,2005,Nigerian Used,62165,3500,Petrol,Automatic,"1,880,000",
617,Toyota,2005,Nigerian Used,105775,2400,Petrol,Automatic,"2,600,000",
